Accession,year,conforms
GSE116980,2018,0
GSE116982,2018,0
GSE116983,2018,0
GSE116984,2019,0
GSE116986,2019,1
GSE116987,2019,1
GSE116988,2019,1
GSE116989,2019,0
GSE116993,2019,1
GSE116997,2019,0
GSE117011,2018,0
GSE117012,2018,0
GSE117029,2019,1
GSE117030,2019,0
GSE117032,2018,1
GSE117033,2018,1
GSE117035,2018,0
GSE117038,2019,1
GSE117040,2018,1
GSE117044,2019,1
GSE117045,2018,1
GSE117047,2019,1
GSE117048,2019,1
GSE117049,2019,0
GSE117054,2019,1
GSE117055,2018,0
GSE117060,2018,0
GSE117061,2018,0
GSE117062,2019,0
GSE117065,2019,1
GSE117066,2019,1
GSE117067,2018,0
GSE117068,2018,0
GSE117074,2019,1
GSE117075,2019,1
GSE117078,2018,0
GSE117079,2018,0
GSE117081,2018,0
GSE117083,2019,0
GSE117084,2019,1
GSE117085,2019,1
GSE117089,2018,0
GSE117091,2019,0
GSE117101,2018,1
GSE117106,2019,1
GSE117110,2018,1
GSE117111,2019,1
GSE117114,2018,0
GSE117115,2018,0
GSE117116,2019,0
GSE117117,2018,0
GSE117118,2019,1
GSE117120,2019,1
GSE117121,2018,1
GSE117123,2018,1
GSE117125,2018,0
GSE117127,2019,1
GSE117129,2018,0
GSE117131,2018,1
GSE117133,2018,0
GSE117134,2019,1
GSE117135,2019,0
GSE117138,2019,0
GSE117143,2018,0
GSE117146,2019,1
GSE117148,2019,1
GSE117149,2019,1
GSE117150,2019,1
GSE117154,2019,0
GSE117155,2019,0
GSE117156,2018,1
GSE117157,2019,1
GSE117160,2018,0
GSE117161,2019,1
GSE117162,2018,0
GSE117165,2019,1
GSE117166,2018,0
GSE117167,2019,0
GSE117168,2018,1
GSE117172,2018,1
GSE117173,2018,0
GSE117174,2018,0
GSE117176,2019,0
GSE117180,2019,1
GSE117182,2018,0
GSE117185,2018,1
GSE117189,2019,0
GSE117192,2019,1
GSE117193,2019,1
GSE117195,2018,0
GSE117199,2019,1
GSE117201,2018,0
GSE117204,2019,1
GSE117205,2019,0
GSE117206,2019,1
GSE117208,2018,0
GSE117210,2018,0
GSE117211,2019,0
GSE117212,2018,1
GSE117214,2018,0
GSE117216,2018,0
GSE117217,2018,0
GSE117218,2018,1
GSE117219,2018,0
GSE117222,2018,0
GSE117223,2018,1
GSE117225,2019,1
GSE117227,2018,0
GSE117228,2019,1
GSE117229,2018,1
GSE117231,2019,1
GSE117232,2019,1
GSE117233,2019,0
GSE117236,2018,1
GSE117237,2019,1
GSE117238,2018,1
GSE11724,2008,0
GSE117245,2019,1
GSE117246,2018,0
GSE117249,2018,1
GSE117251,2018,1
GSE117252,2018,1
GSE117254,2018,0
GSE117255,2018,1
GSE117256,2018,0
GSE117258,2018,0
GSE117259,2018,0
GSE117264,2018,1
GSE117270,2019,0
GSE117271,2018,1
GSE117273,2018,0
GSE117279,2019,1
GSE117282,2019,0
GSE117288,2018,0
GSE117289,2018,0
GSE117295,2019,0
GSE117296,2018,1
GSE117297,2018,1
GSE117298,2018,1
GSE117299,2018,1
GSE117300,2018,0
GSE117303,2018,1
GSE117305,2019,1
GSE117306,2019,0
GSE117309,2019,0
GSE117311,2019,0
GSE117312,2018,1
GSE117313,2018,0
GSE117322,2019,0
GSE117324,2018,0
GSE117326,2018,1
GSE117329,2019,1
GSE117330,2019,1
GSE117331,2019,1
GSE117337,2018,1
GSE117346,2018,0
GSE117347,2019,0
GSE117353,2019,0
GSE117354,2018,1
GSE117358,2019,1
GSE117362,2018,0
GSE117365,2019,1
GSE117366,2019,0
GSE117367,2018,1
GSE117374,2019,1
GSE117378,2019,1
GSE117379,2018,0
GSE117380,2019,0
GSE117382,2019,0
GSE117385,2019,1
GSE117387,2019,1
GSE117388,2018,1
GSE117392,2019,1
GSE117393,2018,1
GSE117394,2018,1
GSE117395,2019,0
GSE117396,2019,0
GSE117397,2018,0
GSE117403,2018,1
GSE117404,2018,0
GSE117405,2018,1
GSE117407,2018,1
GSE117408,2018,0
GSE117410,2019,1
GSE117415,2019,0
GSE117416,2019,1
GSE117417,2018,1
GSE117419,2018,0
GSE117421,2019,1
GSE117425,2019,1
GSE117429,2019,0
GSE117431,2019,0
GSE117433,2018,1
GSE117437,2019,1
GSE117444,2018,1
GSE117446,2019,1
GSE117447,2019,1
GSE117449,2019,1
GSE117450,2018,1
GSE117454,2018,1
GSE117459,2018,1
GSE117462,2018,0
GSE117469,2018,0
GSE117470,2018,1
GSE117471,2019,1
GSE117473,2018,1
GSE117474,2018,0
GSE117480,2018,0
GSE117481,2019,0
GSE117482,2019,1
GSE117483,2019,1
GSE117484,2019,1
GSE117485,2018,1
GSE117497,2018,1
GSE117498,2019,0
GSE117499,2018,1
GSE117501,2018,0
GSE117502,2018,0
GSE117504,2018,0
GSE117510,2019,0
GSE117520,2018,0
GSE117523,2019,0
GSE117532,2019,0
GSE117533,2019,0
GSE117535,2019,1
GSE117536,2019,0
GSE117538,2018,0
GSE117542,2019,1
GSE117543,2019,1
GSE117544,2019,0
GSE117547,2018,0
GSE117549,2018,0
GSE117550,2018,0
GSE117551,2018,0
GSE117552,2018,0
GSE117557,2019,1
GSE117559,2018,1
GSE117561,2018,1
GSE117562,2018,0
GSE117564,2018,1
GSE117567,2018,0
GSE117568,2018,0
GSE117570,2019,0
GSE117576,2019,0
GSE117580,2018,1
GSE117588,2019,1
GSE117589,2019,0
GSE117590,2019,1
GSE117599,2019,0
GSE117605,2018,1
GSE117608,2019,1
GSE117609,2018,1
GSE117610,2018,1
GSE117614,2018,1
GSE117615,2018,0
GSE117616,2018,0
GSE117617,2018,1
GSE117618,2018,1
GSE117620,2019,1
GSE117621,2019,1
GSE117622,2019,0
GSE117623,2019,1
GSE117626,2019,0
GSE117627,2018,1
GSE117631,2018,1
GSE117632,2018,1
GSE117635,2019,0
GSE117637,2018,1
GSE117643,2019,1
GSE117644,2019,0
GSE117645,2019,0
GSE117646,2018,1
GSE117649,2018,1
GSE117650,2019,0
GSE117651,2019,0
GSE117655,2019,0
GSE117656,2018,0
GSE117657,2019,1
GSE117659,2018,1
GSE117662,2018,0
GSE117663,2019,0
GSE117664,2018,0
GSE117669,2018,1
GSE117679,2019,0
GSE117681,2018,0
GSE117682,2018,1
GSE117685,2018,1
GSE117686,2018,1
GSE117690,2018,1
GSE117697,2019,1
GSE117699,2019,1
GSE117700,2019,0
GSE117701,2019,1
GSE117703,2019,1
GSE117706,2019,0
GSE117707,2019,0
GSE117708,2019,0
GSE117710,2018,1
GSE117711,2019,1
GSE117712,2018,1
GSE117713,2018,1
GSE117714,2018,1
GSE117715,2019,1
GSE117717,2019,1
GSE117718,2018,0
GSE117720,2018,1
GSE117724,2019,0
GSE117726,2019,0
GSE117728,2019,1
GSE117733,2019,0
GSE117735,2019,0
GSE117737,2019,0
GSE117738,2018,1
GSE117741,2019,1
GSE117744,2018,1
GSE117746,2019,1
GSE117748,2019,0
GSE117749,2018,1
GSE117754,2018,1
GSE117756,2019,0
GSE117759,2018,1
GSE117761,2018,0
GSE117765,2018,1
GSE117769,2018,1
GSE117770,2019,0
GSE117771,2018,1
GSE117772,2018,0
GSE117776,2018,1
GSE117778,2019,0
GSE117780,2019,1
GSE117782,2019,0
GSE117783,2019,1
GSE117784,2018,0
GSE117785,2018,0
GSE117786,2018,0
GSE117788,2018,0
GSE117790,2018,0
GSE117792,2018,0
GSE117793,2018,0
GSE117794,2018,0
GSE117795,2018,0
GSE117796,2018,1
GSE117798,2018,0
GSE117799,2018,0
GSE117801,2018,1
GSE117802,2019,1
GSE117803,2019,1
GSE117805,2019,1
GSE117821,2018,0
GSE117822,2019,1
GSE117824,2019,0
GSE117826,2019,0
GSE117828,2018,1
GSE117829,2018,1
GSE117832,2018,0
GSE117836,2018,1
GSE117837,2019,1
GSE117838,2018,1
GSE117839,2018,1
GSE117840,2018,0
GSE117843,2018,1
GSE117844,2018,1
GSE117845,2018,0
GSE117853,2018,0
GSE117857,2019,0
GSE117865,2019,0
GSE117867,2018,1
GSE117872,2018,1
GSE117875,2018,0
GSE117878,2018,1
GSE117879,2019,1
GSE117880,2019,0
GSE117882,2018,1
GSE117884,2018,0
GSE117885,2018,0
GSE117893,2018,1
GSE117895,2018,0
GSE117896,2019,0
GSE117899,2019,0
GSE117906,2019,1
GSE117907,2019,0
GSE117909,2018,0
GSE117910,2019,1
GSE117917,2018,1
GSE117930,2019,1
GSE117933,2018,1
GSE117934,2019,1
GSE117936,2018,1
GSE117937,2018,1
GSE117942,2019,1
GSE117943,2019,0
GSE117945,2019,0
GSE117947,2019,0
GSE117961,2019,1
GSE117963,2018,1
GSE117965,2019,0
GSE117966,2018,1
GSE117967,2019,1
GSE117969,2019,0
GSE117970,2019,0
GSE117972,2018,1
GSE117974,2018,0
GSE117975,2019,1
GSE117977,2019,1
GSE117978,2018,1
GSE117986,2018,0
GSE117987,2018,1
GSE117988,2018,1
GSE117989,2019,1
GSE117993,2018,0
GSE117994,2019,0
GSE117997,2018,1
GSE117998,2018,0
GSE118000,2019,0
GSE118004,2019,1
GSE118005,2018,1
GSE118008,2018,1
GSE11801,2008,0
GSE118010,2019,0
GSE118014,2018,1
GSE118015,2018,1
GSE118017,2018,1
GSE118018,2018,1
GSE118019,2018,1
GSE11802,2008,0
GSE118021,2018,1
GSE118024,2019,1
GSE118026,2019,1
GSE118027,2019,0
GSE118028,2019,1
GSE118029,2018,1
GSE118041,2018,0
GSE118042,2018,1
GSE118043,2018,0
GSE118046,2018,0
GSE118049,2018,0
GSE118050,2018,0
GSE118052,2018,0
GSE118054,2018,0
GSE118055,2018,1
GSE118056,2018,1
GSE118057,2019,1
GSE118059,2019,0
GSE118060,2018,1
GSE118063,2018,0
GSE118064,2019,0
GSE118068,2019,0
GSE118069,2018,1
GSE118070,2018,1
GSE118075,2019,0
GSE118076,2018,1
GSE118077,2019,1
GSE118081,2019,0
GSE118083,2018,0
GSE118084,2018,1
GSE118088,2018,1
GSE118089,2019,1
GSE118091,2018,1
GSE118093,2018,0
GSE118094,2019,1
GSE118095,2019,1
GSE118097,2018,1
GSE118100,2018,1
GSE118101,2019,1
GSE118102,2019,1
GSE118104,2018,1
GSE118105,2018,0
GSE118108,2018,1
GSE118113,2018,0
GSE118116,2018,1
GSE118118,2018,1
GSE118119,2019,0
GSE118120,2018,0
GSE118121,2019,1
GSE118122,2018,0
GSE118124,2019,0
GSE118126,2018,1
GSE118127,2019,0
GSE118131,2019,1
GSE118133,2019,0
GSE118135,2018,1
GSE118137,2019,1
GSE118138,2019,0
GSE118140,2019,1
GSE118142,2019,1
GSE118148,2019,1
GSE118150,2018,1
GSE118152,2019,1
GSE118155,2018,1
GSE118157,2018,0
GSE118158,2018,1
GSE118160,2019,0
GSE118165,2018,1
GSE118166,2018,1
GSE118167,2019,0
GSE118169,2019,0
GSE118173,2018,1
GSE118175,2018,0
GSE118179,2018,0
GSE118180,2018,0
GSE118184,2018,1
GSE118185,2019,0
GSE118186,2019,0
GSE118187,2019,0
GSE118188,2018,0
GSE118190,2018,1
GSE118191,2019,1
GSE118193,2018,1
GSE118195,2018,0
GSE118196,2018,1
GSE118197,2019,1
GSE118199,2019,0
GSE118200,2019,0
GSE118201,2019,0
GSE118203,2019,1
GSE118206,2018,0
GSE118207,2018,0
GSE118209,2018,0
GSE118213,2018,0
GSE118214,2018,0
GSE118217,2018,1
GSE118220,2019,0
GSE118224,2018,1
GSE118225,2019,1
GSE118231,2018,0
GSE118232,2018,1
GSE118234,2018,1
GSE118235,2018,1
GSE118236,2018,0
GSE118237,2018,0
GSE118239,2018,1
GSE118242,2018,0
GSE118245,2018,1
GSE118246,2018,1
GSE118248,2019,0
GSE118252,2018,0
GSE118254,2019,1
GSE118256,2019,0
GSE118257,2019,1
GSE118263,2019,1
GSE118265,2019,0
GSE118269,2018,0
GSE118270,2018,0
GSE118271,2018,0
GSE118272,2019,1
GSE118275,2019,1
GSE118279,2019,1
GSE118283,2018,1
GSE118284,2018,0
GSE118285,2018,0
GSE118288,2019,1
GSE118289,2018,0
GSE118292,2019,1
GSE118298,2018,1
GSE118300,2018,1
GSE118301,2018,0
GSE118302,2018,1
GSE118305,2018,1
GSE118307,2018,1
GSE118310,2018,1
GSE118313,2018,1
GSE118315,2018,1
GSE118316,2018,0
GSE118317,2019,0
GSE118318,2018,0
GSE118320,2019,1
GSE118322,2018,1
GSE118323,2019,1
GSE118325,2018,0
GSE118326,2018,1
GSE118329,2018,1
GSE118331,2019,1
GSE118332,2019,0
GSE118334,2018,1
GSE118339,2019,0
GSE118341,2019,0
GSE118343,2018,0
GSE118344,2018,0
GSE118349,2018,0
GSE118350,2019,1
GSE118354,2019,1
GSE118355,2019,0
GSE118356,2019,0
GSE118358,2019,1
GSE118359,2019,0
GSE118362,2019,1
GSE118363,2019,0
GSE118366,2018,1
GSE118368,2018,0
GSE118369,2018,1
GSE118371,2018,1
GSE118372,2019,1
GSE118373,2019,1
GSE118374,2018,1
GSE118377,2019,1
GSE118378,2019,0
GSE118379,2018,1
GSE118382,2018,1
GSE118384,2018,1
GSE118388,2018,0
GSE118389,2018,1
GSE11839,2008,1
GSE118390,2018,0
GSE118400,2019,1
GSE118401,2019,1
GSE118402,2019,0
GSE118403,2019,1
GSE118404,2019,0
GSE118407,2019,1
GSE118408,2019,0
GSE118414,2018,1
GSE118415,2019,1
GSE118418,2019,0
GSE118419,2018,0
GSE118422,2018,1
GSE118423,2018,1
GSE118427,2019,1
GSE118429,2018,0
GSE118430,2018,1
GSE118431,2019,1
GSE118435,2018,0
GSE118436,2019,1
GSE118438,2019,1
GSE118439,2019,1
GSE118441,2019,1
GSE118442,2019,1
GSE118443,2018,1
GSE118448,2018,1
GSE118449,2018,1
GSE118450,2019,1
GSE118451,2019,1
GSE118452,2018,1
GSE118454,2019,1
GSE118458,2018,1
GSE118461,2018,1
GSE118462,2018,0
GSE118463,2019,1
GSE118471,2019,1
GSE118472,2019,1
GSE118473,2019,1
GSE118474,2018,1
GSE118476,2019,0
GSE118479,2018,1
GSE118480,2019,0
GSE118486,2019,0
GSE118488,2018,0
GSE118489,2019,1
GSE118490,2018,1
GSE118494,2019,0
GSE118495,2018,0
GSE118497,2018,1
GSE118498,2019,0
GSE118500,2018,0
GSE118501,2018,1
GSE118505,2019,1
GSE118507,2018,1
GSE118509,2019,0
GSE118514,2018,1
GSE118516,2018,1
GSE118517,2018,1
GSE118518,2018,0
GSE118519,2019,1
GSE118523,2019,1
GSE118530,2018,0
GSE118532,2019,0
GSE118534,2019,0
GSE118538,2018,0
GSE118545,2018,0
GSE118546,2019,1
GSE118548,2018,1
GSE118549,2019,1
GSE118552,2018,1
GSE118554,2018,0
GSE118555,2018,0
GSE118558,2019,1
GSE118560,2018,1
GSE118562,2018,1
GSE118563,2018,1
GSE118564,2018,0
GSE118565,2019,1
GSE118566,2018,1
GSE118567,2019,0
GSE118569,2018,1
GSE118573,2018,1
GSE118575,2018,0
GSE118577,2019,0
GSE118581,2018,1
GSE118582,2018,0
GSE118588,2019,1
GSE118592,2018,1
GSE118596,2018,0
GSE118600,2018,0
GSE118607,2018,1
GSE118609,2018,1
GSE118610,2018,0
GSE118612,2019,1
GSE118614,2019,1
GSE118617,2019,1
GSE118619,2019,0
GSE118620,2019,1
GSE118621,2018,1
GSE118622,2019,0
GSE118623,2018,1
GSE118624,2018,1
GSE118626,2019,1
GSE118627,2019,0
GSE118628,2018,0
GSE118629,2019,1
GSE118630,2018,0
GSE118637,2018,1
GSE118638,2018,0
GSE118644,2019,1
GSE118645,2019,0
GSE118648,2019,0
GSE118651,2018,1
GSE118654,2019,1
GSE118656,2018,1
GSE118660,2019,1
GSE118663,2019,1
GSE118671,2018,1
GSE118672,2018,1
GSE118673,2018,1
GSE118674,2018,1
GSE118676,2018,0
GSE118677,2019,1
GSE118679,2019,1
GSE118680,2019,0
GSE118682,2019,0
GSE118686,2018,1
GSE118691,2019,1
GSE118698,2019,1
GSE118703,2019,1
GSE118704,2018,0
GSE118706,2018,0
GSE118707,2019,0
GSE118708,2019,0
GSE118709,2019,0
GSE118713,2019,1
GSE118716,2019,0
GSE118717,2019,1
GSE118719,2019,1
GSE118721,2019,0
GSE118722,2018,1
GSE118723,2018,1
GSE118726,2019,1
GSE118727,2018,1
GSE118729,2019,1
GSE118732,2018,0
GSE118733,2018,1
GSE118734,2018,1
GSE118735,2018,0
GSE118739,2019,1
GSE118748,2019,1
GSE118749,2019,1
GSE118750,2018,1
GSE118752,2018,0
GSE118757,2019,1
GSE118759,2018,1
GSE118760,2019,0
GSE118766,2018,0
GSE118767,2018,0
GSE118772,2018,1
GSE118773,2019,0
GSE118774,2018,0
GSE118775,2018,1
GSE118780,2019,1
GSE118783,2018,0
GSE118784,2019,1
GSE118785,2019,0
GSE118787,2019,1
GSE118789,2019,0
GSE118794,2018,0
GSE118796,2018,1
GSE118797,2019,0
GSE118798,2019,0
GSE118800,2019,1
GSE118801,2018,1
GSE118802,2019,0
GSE118808,2019,1
GSE118809,2019,1
GSE118812,2019,0
GSE118816,2018,1
GSE118819,2019,1
GSE118821,2019,0
GSE118822,2019,0
GSE118823,2019,1
GSE118824,2019,0
GSE118828,2018,0
GSE118829,2019,0
GSE118843,2019,1
GSE118851,2019,1
GSE118852,2019,1
GSE118854,2019,1
GSE118858,2018,0
GSE118859,2019,1
GSE118863,2018,1
GSE118864,2018,1
GSE118870,2018,1
GSE118871,2018,0
GSE118873,2019,0
GSE118879,2018,1
GSE118880,2019,1
GSE118882,2019,0
GSE118885,2019,0
GSE118886,2019,0
GSE118890,2018,1
GSE118891,2019,1
GSE118893,2018,1
GSE118894,2019,1
GSE118895,2018,0
GSE118896,2019,0
GSE118898,2019,1
GSE118900,2018,1
GSE118901,2018,0
GSE118904,2019,1
GSE118912,2019,0
GSE118915,2018,1
GSE118918,2018,1
GSE11892,2008,0
GSE118923,2018,1
GSE118924,2018,1
GSE118926,2018,0
GSE118928,2019,1
GSE118931,2019,1
GSE118932,2019,0
GSE118933,2019,1
GSE118936,2018,0
GSE118937,2019,1
GSE118939,2018,0
GSE118942,2019,1
GSE118944,2019,1
GSE118945,2018,0
GSE118947,2019,1
GSE118948,2019,0
GSE118951,2018,1
GSE118953,2019,1
GSE118954,2018,0
GSE118955,2019,0
GSE118956,2018,0
GSE118957,2019,1
GSE118963,2019,1
GSE118964,2019,1
GSE118967,2019,1
GSE118968,2018,0
GSE118973,2018,1
GSE118974,2018,1
GSE118980,2019,1
GSE118987,2018,1
GSE118989,2019,0
GSE118990,2018,1
GSE118994,2018,1
GSE118995,2018,1
GSE118997,2019,0
GSE118999,2019,0
GSE119001,2019,0
GSE119004,2019,1
GSE119005,2019,1
GSE119007,2019,1
GSE119008,2019,1
GSE119011,2019,1
GSE119012,2018,1
GSE119013,2018,1
GSE119016,2018,1
GSE119017,2018,1
GSE119018,2018,0
GSE119021,2018,1
GSE119024,2018,1
GSE119025,2018,1
GSE119026,2019,1
GSE119027,2019,1
GSE119029,2018,1
GSE119030,2019,1
GSE119035,2018,0
GSE119036,2019,1
GSE119039,2019,1
GSE119045,2019,0
GSE119046,2018,1
GSE119047,2018,1
GSE119058,2019,0
GSE119059,2019,0
GSE119062,2018,1
GSE119066,2018,1
GSE119070,2019,0
GSE119073,2019,1
GSE119075,2019,0
GSE119077,2019,0
GSE119088,2018,1
GSE119097,2018,1
GSE119101,2019,0
GSE119103,2019,1
GSE119106,2018,1
GSE119107,2018,0
GSE119108,2019,1
GSE119109,2018,0
GSE119113,2018,0
GSE119114,2019,1
GSE119117,2018,1
GSE119118,2018,1
GSE119119,2018,1
GSE119123,2018,0
GSE119124,2018,1
GSE119126,2019,1
GSE119127,2019,1
GSE119131,2019,0
GSE119132,2019,1
GSE119138,2019,1
GSE119139,2018,1
GSE119141,2018,1
GSE119145,2018,1
GSE119147,2019,1
GSE119149,2019,0
GSE119153,2019,0
GSE119154,2018,1
GSE119157,2018,1
GSE119158,2019,1
GSE119160,2019,1
GSE119161,2018,1
GSE119165,2018,1
GSE119169,2019,0
GSE119172,2018,1
GSE119173,2019,1
GSE119178,2019,1
GSE119179,2019,0
GSE119182,2018,1
GSE119183,2018,1
GSE119190,2018,1
GSE119191,2018,1
GSE119192,2018,1
GSE119193,2018,0
GSE119196,2019,1
GSE119201,2019,0
GSE119202,2019,1
GSE119204,2018,0
GSE119208,2018,1
GSE119209,2018,1
GSE119210,2018,0
GSE119212,2019,1
GSE119213,2018,1
GSE119215,2019,1
GSE119216,2018,0
GSE119219,2019,1
GSE119223,2018,0
GSE119225,2018,1
GSE119228,2018,1
GSE119231,2018,0
GSE119232,2018,0
GSE119239,2019,1
GSE119241,2019,1
GSE119248,2018,1
GSE119255,2019,1
GSE119256,2019,1
GSE119264,2019,1
GSE119265,2018,1
GSE119270,2019,1
GSE119271,2019,0
GSE119272,2018,1
GSE119273,2018,1
GSE119274,2019,0
GSE119290,2018,1
GSE119291,2018,0
GSE119292,2019,1
GSE119294,2019,0
GSE119299,2019,1
GSE119303,2019,0
GSE119305,2019,1
GSE119311,2018,0
GSE119313,2019,0
GSE119315,2018,0
GSE119317,2018,1
GSE119318,2018,1
GSE119320,2018,1
GSE119321,2018,0
GSE119325,2018,1
GSE119328,2018,0
GSE119330,2019,0
GSE119331,2019,1
GSE119332,2018,1
GSE119333,2018,1
GSE119334,2019,0
GSE119336,2018,1
GSE119337,2018,0
GSE119340,2019,1
GSE119341,2019,1
GSE119343,2019,0
GSE119344,2019,0
GSE119345,2018,1
GSE119346,2019,1
GSE119348,2019,0
GSE119349,2018,0
GSE119352,2018,1
GSE119353,2019,1
GSE119354,2018,1
GSE119355,2018,0
GSE119356,2019,1
GSE119357,2019,0
GSE119359,2019,1
GSE119360,2019,1
GSE119362,2018,1
GSE119364,2018,0
GSE119365,2018,0
GSE119368,2019,0
GSE119373,2018,1
GSE119375,2018,0
GSE119376,2019,0
GSE119377,2018,1
GSE119378,2018,0
GSE119379,2019,0
GSE119380,2019,0
GSE119382,2018,0
GSE119387,2018,0
GSE119390,2018,0
GSE119399,2018,1
GSE119402,2019,1
GSE119403,2019,0
GSE119404,2019,1
GSE119410,2019,1
GSE119411,2019,1
GSE119421,2019,1
GSE119422,2018,1
GSE119423,2019,1
GSE119427,2018,1
GSE119428,2018,1
GSE119435,2019,1
GSE119436,2019,1
GSE119438,2019,1
GSE119440,2019,1
GSE119443,2019,1
GSE119449,2018,1
GSE119450,2018,0
GSE119452,2018,1
GSE119454,2019,1
GSE119455,2018,1
GSE119456,2018,0
GSE119457,2018,0
GSE119458,2018,0
GSE119461,2018,1
GSE119466,2018,1
GSE119467,2019,1
GSE119470,2018,0
GSE119474,2019,0
GSE119477,2019,0
GSE119480,2019,1
GSE119482,2018,1
GSE119484,2019,1
GSE119485,2019,1
GSE119491,2018,0
GSE119498,2018,0
GSE119499,2019,1
GSE119501,2019,1
GSE119505,2019,1
GSE119506,2019,0
GSE119507,2019,1
GSE119508,2019,0
GSE119509,2019,0
GSE119510,2018,0
GSE119511,2018,0
GSE119512,2018,0
GSE119513,2018,0
GSE119517,2018,1
GSE119518,2018,1
GSE119521,2019,0
GSE119527,2018,1
GSE119530,2018,1
GSE119531,2018,1
GSE119538,2018,0
GSE119547,2018,1
GSE119549,2018,1
GSE119551,2018,1
GSE119556,2018,0
GSE119560,2018,0
GSE119561,2019,0
GSE119562,2018,0
GSE119563,2018,1
GSE119564,2019,1
GSE119567,2019,0
GSE119568,2019,0
GSE119569,2019,0
GSE119571,2018,1
GSE119572,2018,1
GSE119573,2018,1
GSE119576,2019,1
GSE119578,2018,1
GSE119579,2018,1
GSE119580,2018,0
GSE119582,2019,1
GSE119584,2019,1
GSE119585,2018,0
GSE119587,2019,1
GSE119588,2019,0
GSE119590,2018,1
GSE119594,2019,0
GSE119596,2019,1
GSE119597,2019,0
GSE119598,2019,0
GSE119605,2019,0
GSE119606,2018,1
GSE119608,2018,0
GSE119609,2018,1
GSE119615,2018,0
GSE119619,2019,1
GSE119620,2019,0
GSE119622,2018,1
GSE119623,2019,1
GSE119624,2019,1
GSE119625,2019,1
GSE119626,2018,0
GSE119629,2018,1
GSE119630,2018,1
GSE119631,2019,0
GSE119633,2019,1
GSE119644,2018,1
GSE119646,2019,1
GSE119647,2018,1
GSE119648,2018,1
GSE119654,2019,1
GSE119660,2018,1
GSE119666,2018,0
GSE119668,2019,1
GSE119669,2019,0
GSE119673,2018,1
GSE119674,2018,1
GSE119675,2018,0
GSE119678,2018,1
GSE119679,2018,0
GSE119681,2019,0
GSE119683,2019,1
GSE119686,2018,0
GSE119688,2018,1
GSE119694,2018,1
GSE119696,2019,1
GSE119697,2019,1
GSE119699,2019,1
GSE119700,2018,1
GSE119701,2019,0
GSE119703,2019,1
GSE119705,2018,1
GSE119706,2019,1
GSE119707,2019,0
GSE119709,2019,1
GSE119710,2018,1
GSE119711,2019,1
GSE119713,2018,1
GSE119714,2018,1
GSE119718,2019,1
GSE119719,2018,1
GSE119720,2019,1
GSE119722,2019,0
GSE119723,2019,0
GSE119724,2018,1
GSE119729,2019,1
GSE119735,2018,0
GSE119736,2018,0
GSE119739,2019,1
GSE119741,2019,0
GSE119743,2018,0
GSE119744,2018,1
GSE119749,2018,1
GSE119750,2018,1
GSE119751,2018,0
GSE119754,2018,1
GSE119757,2018,1
GSE119759,2018,0
GSE119761,2018,1
GSE119762,2019,1
GSE119766,2018,1
GSE119767,2018,1
GSE119769,2019,1
GSE119772,2018,1
GSE119775,2018,0
GSE119776,2019,0
GSE119779,2018,1
GSE119780,2019,0
GSE119794,2018,0
GSE119795,2018,0
GSE119798,2019,0
GSE119800,2019,0
GSE119801,2018,0
GSE119807,2018,0
GSE119808,2019,1
GSE119810,2019,1
GSE119812,2018,1
GSE119813,2019,1
GSE119816,2018,0
GSE119826,2018,1
GSE119827,2018,1
GSE119828,2019,1
GSE119832,2019,1
GSE119834,2019,1
GSE119835,2018,1
GSE119836,2018,1
GSE119840,2019,1
GSE119841,2019,1
GSE119844,2019,0
GSE119850,2019,1
GSE119851,2019,1
GSE119852,2019,1
GSE119853,2019,1
GSE119854,2019,1
GSE119855,2019,1
GSE119856,2019,0
GSE119859,2018,0
GSE119862,2019,1
GSE119864,2019,1
GSE119866,2019,0
GSE119870,2019,1
GSE119871,2018,0
GSE119873,2018,1
GSE119882,2019,0
GSE119883,2019,1
GSE119884,2018,1
GSE119893,2018,1
GSE119900,2018,1
GSE119902,2019,1
GSE119903,2019,1
GSE119905,2019,0
GSE119906,2019,0
GSE119908,2019,0
GSE119909,2018,1
GSE119910,2019,1
GSE119915,2019,1
GSE119916,2019,1
GSE119918,2018,0
GSE119919,2018,0
GSE119926,2019,0
GSE119931,2019,1
GSE119934,2019,1
GSE119936,2019,0
GSE119937,2018,0
GSE119938,2019,1
GSE119940,2019,0
GSE119942,2019,1
GSE119943,2019,0
GSE119945,2019,1
GSE119946,2019,0
GSE119953,2018,0
GSE119954,2018,1
GSE119957,2018,0
GSE119960,2019,1
GSE119962,2018,0
GSE119964,2019,1
GSE119969,2018,0
GSE119970,2019,1
GSE119972,2019,0
GSE119973,2018,0
GSE119974,2019,0
GSE119976,2019,1
GSE119982,2019,0
GSE119983,2019,0
GSE119984,2019,0
GSE119986,2018,1
GSE119988,2019,0
GSE119992,2018,1
GSE119993,2019,1
GSE119997,2018,0
GSE119998,2018,0
GSE120000,2019,0
GSE120001,2019,0
GSE120002,2018,0
GSE120003,2019,0
GSE120004,2018,0
GSE120006,2018,0
GSE120012,2019,1
GSE120015,2019,0
GSE120016,2019,0
GSE120017,2019,0
GSE120019,2019,1
GSE120021,2018,1
GSE120026,2018,0
GSE120028,2019,0
GSE120031,2019,1
GSE120032,2019,1
